700,10,0.58266068
700,20,0.58999899
700,30,0.59711498
700,40,0.6042309
700,50,0.6113468900000001
700,60,0.61935237
700,70,0.62735778
700,80,0.6344737699999999
700,90,0.64047781
750,10,0.696700575
750,20,0.70575435
750,30,0.714331575
750,40,0.7224324000000001
750,50,0.7312479
750,60,0.7403016750000001
750,70,0.7484024250000001
750,80,0.7576942500000001
750,90,0.76698675
800,10,0.8394568
800,20,0.8506391999999999
800,30,0.8610592
800,40,0.8712248
800,50,0.8808824
800,60,0.8918104
800,70,0.901976
800,80,0.9126496
800,90,0.9225615999999999
850,10,0.9785905500000001
850,20,0.91702505
850,30,0.9289063499999999
850,40,0.9410571
850,50,0.9529384
850,60,0.96509
850,70,0.9764306999999999
850,80,0.988312
850,90,1.00073305
900,10,1.005552
900,20,1.0218492
900,30,0.9409365000000001
900,40,0.9540881999999999
900,50,0.9675261
900,60,0.9818217
900,70,0.9955449000000001
900,80,1.0098405
900,90,1.0241361
950,10,1.05265225
950,20,1.06774205
950,30,1.0840393000000001
950,40,1.1006377
950,50,1.11452005
950,60,1.1305151999999998
950,70,1.1474157
950,80,1.16280665
950,90,1.09792165
1000,10,1.093112
1000,20,1.112491
1000,30,1.129327
1000,40,1.1468
1000,50,1.165225
1000,60,1.184285
1000,70,1.2027109999999999
1000,80,1.2205009999999998
